1 208.62
2 212.49
3 211.72
4 216.86
5 215.20
6 195.74
7 201.49
8 207.09
9 198.36
10 202.30
11 215.06
12 195.35
13 215.96
14 199.77
15 207.27
16 209.99
17 225.74
18 217.98
19 196.00
20 210.53
