1 105.95
2 105.20
3 101.24
4 103.69
5 103.17
6 107.65
7 109.05
8 109.93
9 102.45
10 103.12
11 106.98
12 104.34
13 104.81
14 101.74
15 102.38
16 106.19
17 111.24
18 103.12
19 103.98
20 99.94
