1 27.53
2 31.42
3 32.52
4 27.36
5 25.96
6 27.05
7 28.66
8 28.75
9 27.59
10 28.64
11 26.33
12 26.11
13 31.46
14 30.47
15 27.92
16 29.32
17 28.81
18 28.55
19 26.01
20 26.26
