1 31.31
2 33.44
3 34.46
4 32.69
5 31.76
6 32.85
7 31.19
8 33.07
9 33.00
10 30.53
11 32.33
12 31.46
13 31.19
14 31.76
15 32.51
16 31.85
17 33.40
18 33.13
19 31.50
20 32.18
