1 83.41
2 82.91
3 81.33
4 82.30
5 82.12
6 82.29
7 81.94
8 82.23
9 82.45
10 83.54
11 83.13
12 82.18
13 82.37
14 83.85
15 82.67
16 82.61
17 83.16
18 82.03
19 83.55
20 82.08
