1 221.64
2 220.26
3 220.40
4 218.47
5 226.56
6 233.27
7 227.73
8 231.34
9 224.82
10 228.75
11 234.65
12 231.88
13 231.91
14 231.35
15 233.35
16 233.37
17 227.05
18 222.35
19 225.78
20 219.21
