1 80.79
2 79.90
3 78.44
4 78.81
5 78.44
6 79.13
7 78.67
8 77.97
9 80.61
10 76.63
11 78.94
12 79.78
13 78.24
14 78.86
15 78.01
16 78.28
17 78.40
18 79.60
19 76.75
20 78.06
