1 5.75
2 5.61
3 28.78
4 5.57
5 5.80
6 5.68
7 5.37
8 5.50
9 5.65
10 6.91
11 6.42
12 15.65
13 5.73
14 6.64
15 35.81
16 5.40
17 5.41
18 5.24
19 5.94
20 6.39
