1 81.86
2 80.46
3 81.49
4 78.63
5 81.04
6 80.33
7 81.96
8 80.43
9 80.91
10 80.75
11 80.91
12 80.71
13 81.74
14 80.23
15 81.13
16 81.28
17 79.96
18 81.35
19 81.46
20 80.73
